,open,close,high,low
2019/3/28,3009.8,2994.94,3025.78,2991.78
2019/3/29,3000.68,3090.76,3093.03,2999.99
2019/4/1,3111.66,3170.36,3176.62,3111.66
2019/4/2,3183.27,3176.82,3193.27,3164.91
2019/4/3,3159.15,3216.3,3219.26,3152.33
2019/4/4,3233.69,3246.57,3254.14,3216.85
2019/4/8,3271.27,3244.81,3288.45,3210.52
2019/4/9,3240.39,3239.66,3251.65,3215.7
2019/4/10,3224.65,3241.93,3264.78,3204.88
2019/4/11,3241.55,3189.96,3254.13,3185.55
2019/4/12,3184.86,3188.63,3199.28,3168.04
2019/4/15,3233.46,3177.79,3253.98,3177.27
2019/4/16,3164.4,3253.6,3253.6,3153.21
2019/4/17,3250.15,3263.12,3275.33,3239.8
2019/4/18,3261.07,3250.2,3271.39,3241.83
2019/4/19,3250.15,3270.8,3274.33,3226.81
2019/4/22,3278.49,3215.04,3279.49,3206.88
2019/4/23,3211.87,3198.59,3231.58,3186.76
2019/4/24,3203.56,3201.61,3210.65,3156.61
2019/4/25,3190.59,3123.83,3193.75,3123.03
2019/4/26,3108.16,3086.4,3129.21,3085.8
2019/4/29,3090.63,3062.5,3107.76,3050.03
2019/4/30,3052.62,3078.34,3088.41,3052.62
2019/5/6,2984.73,2906.46,2986.54,2876.47
2019/5/7,2914.29,2926.39,2937.28,2889.07
2019/5/8,2873.14,2893.76,2929.43,2866.7
2019/5/9,2871.2,2850.95,2888.86,2845.04
2019/5/10,2878.23,2939.21,2941.45,2838.38
2019/5/13,2905.07,2903.71,2921.41,2892.17
2019/5/14,2872.83,2883.61,2909.2,2872.83
2019/5/15,2902.64,2938.68,2945.39,2902.64
2019/5/16,2933.5,2955.71,2956.17,2929.06
2019/5/17,2955.77,2882.3,2956.78,2873.8
2019/5/20,2874.8,2870.6,2882.63,2838.45
2019/5/21,2867.71,2905.97,2919.24,2862.5
2019/5/22,2905.52,2891.7,2912.4,2879.64
2019/5/23,2880.84,2852.52,2885.14,2846.96
2019/5/24,2847.84,2852.99,2871.86,2846.02
2019/5/27,2851.28,2892.38,2898.13,2833.04
2019/5/28,2890.27,2909.91,2924.04,2887.08
2019/5/29,2894.83,2914.7,2934.98,2890.66
2019/5/30,2903.42,2905.81,2907.85,2881.38
2019/5/31,2904.5,2898.7,2922.91,2895.58
2019/6/3,2901.74,2890.08,2920.83,2875.9
2019/6/4,2887.64,2862.28,2888.39,2851.97
2019/6/5,2882.94,2861.42,2888.77,2858.57
2019/6/6,2862.33,2827.8,2862.33,2822.19
2019/6/10,2833.01,2852.13,2861.13,2824.36
2019/6/11,2854.07,2925.72,2927.43,2854.07
2019/6/12,2917.22,2909.38,2924.7,2903.88
2019/6/13,2905.29,2910.74,2918.42,2885.92
2019/6/14,2913,2881.97,2924.32,2879.66
2019/6/17,2880.42,2887.62,2902.48,2877.39
2019/6/18,2891.09,2890.16,2898.33,2874.31
2019/6/19,2944.12,2917.8,2953.34,2916.21
2019/6/20,2917.33,2987.12,2997.39,2915.09
2019/6/21,2990.37,3001.98,3010.35,2989.25
2019/6/24,3004.29,3008.15,3012.83,2994.42
2019/6/25,3004.91,2982.07,3004.91,2948.99
2019/6/26,2964.62,2976.28,2986.91,2958.46
2019/6/27,2982.61,2996.79,3011.54,2981.05
2019/6/28,2992.24,2978.88,2992.24,2961.22
2019/7/1,3024.62,3044.9,3045.37,3014.69
2019/7/2,3042.58,3043.94,3048.48,3033.78
2019/7/3,3031.83,3015.26,3031.83,3006.32
2019/7/4,3015.68,3005.25,3024.5,2991.91
2019/7/5,3004.74,3011.06,3014.85,2990.92
2019/7/8,2997.81,2933.36,2997.81,2918.72
2019/7/9,2928.82,2928.23,2937.76,2912.81
2019/7/10,2935.19,2915.3,2936.75,2908.16
2019/7/11,2928.06,2917.76,2945.8,2907.89
2019/7/12,2915.34,2930.55,2938.53,2905.81
2019/7/15,2921.55,2942.19,2955,2886.7
2019/7/16,2938.64,2937.62,2944.82,2931.29
2019/7/17,2933.02,2931.69,2942.07,2924.46
2019/7/18,2921.74,2901.18,2921.74,2901.18
2019/7/19,2909.68,2924.2,2939.6,2909.68
2019/7/22,2925.79,2886.97,2927.16,2879.69
2019/7/23,2886.9,2899.94,2901.36,2883.05
2019/7/24,2907.93,2923.28,2936.45,2907.79
2019/7/25,2923.19,2937.36,2937.36,2916.15
2019/7/26,2928.06,2944.54,2948.33,2924.45
2019/7/29,2943.92,2941.01,2948.47,2932.98
2019/7/30,2946.26,2952.34,2965.63,2946.26
2019/7/31,2944.4,2932.51,2944.4,2926.49
2019/8/1,2920.85,2908.77,2927.34,2901.75
2019/8/2,2861.33,2867.84,2872.47,2851.44
2019/8/5,2854.58,2821.5,2863.69,2821.5
2019/8/6,2776.99,2777.56,2787.42,2733.92
2019/8/7,2789.02,2768.68,2792.69,2768.68
2019/8/8,2784.18,2794.55,2799.69,2782.24
2019/8/9,2805.59,2774.75,2808.33,2770.48
2019/8/12,2781.98,2814.99,2814.99,2776.62
2019/8/13,2798.05,2797.26,2802.04,2790.61
2019/8/14,2824.49,2808.91,2829.89,2807.72
2019/8/15,2762.34,2815.8,2815.9,2756.83
2019/8/16,2817.57,2823.82,2840.32,2811.8
2019/8/19,2835.52,2883.1,2883.1,2829.85
2019/8/20,2879.08,2880,2892.08,2875
2019/8/21,2875.47,2880.33,2885.59,2872.56
2019/8/22,2887.66,2883.44,2888.5,2867.55
2019/8/23,2885.15,2897.43,2902.46,2878.74
2019/8/26,2851.02,2863.57,2870.49,2849.24
2019/8/27,2879.52,2902.19,2919.64,2879.41
2019/8/28,2901.63,2893.76,2905.44,2887.01
2019/8/29,2896,2890.92,2898.6,2878.59
2019/8/30,2907.38,2886.24,2914.58,2874.1
2019/9/2,2886.94,2924.11,2928.48,2883.68
2019/9/3,2925.94,2930.15,2930.15,2915.2
2019/9/4,2927.75,2957.41,2957.41,2925.88
2019/9/5,2972.66,2985.86,3015.84,2972.66
2019/9/6,2996.62,2999.6,2999.94,2981.6
2019/9/9,3023.78,3024.74,3026.24,3005.69
2019/9/10,3027.41,3021.2,3027.41,3005.38
2019/9/11,3029.93,3008.81,3030.56,3004.22
2019/9/12,3016.63,3031.24,3033.47,3005.19
2019/9/16,3041.92,3030.75,3042.93,3020.05
2019/9/17,3023.71,2978.12,3023.71,2970.57
2019/9/18,2984.08,2985.66,2996.4,2982.4
2019/9/19,2992.92,2999.28,2999.28,2975.4
2019/9/20,3004.81,3006.45,3011.34,2996.19
2019/9/23,2998.4,2977.08,2998.4,2960.83
2019/9/24,2979.48,2985.34,3002.9,2973.76
2019/9/25,2977.67,2955.43,2977.67,2955.43
2019/9/26,2964.48,2929.09,2970.04,2928.26
2019/9/27,2929.49,2932.17,2939.08,2920.93
2019/9/30,2927.92,2905.19,2936.48,2905.19
2019/10/8,2905.76,2913.57,2933.02,2905.76
2019/10/9,2902.08,2924.86,2924.86,2891.54
2019/10/10,2923.71,2947.71,2949.24,2918.23
2019/10/11,2954.82,2973.66,2980.79,2943.01
2019/10/14,2993.96,3007.88,3026.38,2989.81
2019/10/15,3005.66,2991.05,3005.66,2986.3
2019/10/16,2992.61,2978.71,3010.42,2975.92
2019/10/17,2979.99,2977.33,2986.72,2969.57
2019/10/18,2982.34,2938.14,2987.2,2933.24
2019/10/21,2933.9,2939.62,2940.32,2917.69
2019/10/22,2945.6,2954.38,2954.64,2934.39
2019/10/23,2952.97,2941.62,2957.3,2934.63
2019/10/24,2944.01,2940.92,2953.04,2927.06
2019/10/25,2940.47,2954.93,2958.24,2920.52
2019/10/28,2958.69,2980.05,2980.13,2956.96
2019/10/29,2979.04,2954.18,2979.04,2954.18
2019/10/30,2949.46,2939.32,2953.3,2934.83
2019/10/31,2944.84,2929.06,2946.75,2923.52
