,index,balance,net_worth,open_amount,price_x,step,symbol,type,amount,price_y
1586,1586,396.88910136379604,1559802.1873371794,0.5128604700000013,3946.954679508878,1586,ETH/BTC,TradeType.MARKET_BUY,0.28537934,3946.954679508878
1587,1587,396.88910136379604,1559802.1873371794,0.5128604700000013,3924.0,,,,,
1588,1588,4.66682445911357,20718.780398140767,0.6120016300000013,3956.2001988344946,1588,ETH/BTC,TradeType.MARKET_BUY,0.09914116,3956.2001988344946
1589,1589,602.6411713021705,2367167.7181482995,0.4590012200000013,3908.318591061664,1589,ETH/BTC,TradeType.MARKET_SELL,0.15300041,3908.318591061664
1590,1590,602.6411713021705,2365961.517803255,0.4590012200000013,3922.0,,,,,
1591,1591,158.28156071537052,623499.2773392693,0.5719040600000014,3935.77,1591,ETH/BTC,TradeType.LIMIT_BUY,0.11290284,3935.77
1592,1592,158.28156071537052,623816.98426882,0.5719040600000014,3926.0,,,,,
1593,1593,1277.873387415807,5019331.440051654,0.28595203000000136,3915.313441560238,1593,ETH/BTC,TradeType.LIMIT_SELL,0.28595203,3915.313441560238
1594,1594,2117.332743780207,8315046.346752132,0.07148801000000135,3914.22,1594,ETH/BTC,TradeType.LIMIT_SELL,0.21446402,3914.22
1595,1595,1593.5991167557906,6262050.585963662,0.20357847000000134,3964.96179227793,1595,ETH/BTC,TradeType.MARKET_BUY,0.13209046,3964.96179227793
1596,1596,421.14099902554017,1657476.8625739983,0.5016782200000014,3933.106678990004,1596,ETH/BTC,TradeType.LIMIT_BUY,0.29809975,3933.106678990004
1597,1597,1889.3280355198835,7427441.406460161,0.12541955000000138,3902.0683204305783,1597,ETH/BTC,TradeType.MARKET_SELL,0.37625867,3902.0683204305783
1598,1598,2012.1830790667836,7910261.357925327,0.09406466000000138,3918.21,1598,ETH/BTC,TradeType.LIMIT_SELL,0.03135489,3918.21
1599,1599,1514.3195409805612,5953652.874193085,0.21953145000000138,3968.0901861458524,1599,ETH/BTC,TradeType.MARKET_BUY,0.12546679,3968.0901861458524
1600,1600,1514.3195409805612,5950623.796048225,0.21953145000000138,3928.0,,,,,
1601,1601,1729.2528949697612,6794881.363997712,0.16464859000000137,3916.22,1601,ETH/BTC,TradeType.LIMIT_SELL,0.05488286,3916.22
1602,1602,1729.2528949697612,6794881.363997712,0.16464859000000137,3928.0,,,,,
1603,1603,453.05055398553736,1781953.6239550165,0.4882885300000014,3943.2782646796427,1603,ETH/BTC,TradeType.MARKET_BUY,0.32363994,3943.2782646796427
1604,1604,929.9780011245327,3655322.064437489,0.3662164000000014,3906.9314768161685,1604,ETH/BTC,TradeType.MARKET_SELL,0.12207213,3906.9314768161685
1605,1605,244.24620666627152,961765.5159461808,0.5402673000000013,3939.8348095773204,1605,ETH/BTC,TradeType.MARKET_BUY,0.1740509,3939.8348095773204
1606,1606,184.29236162653893,725527.3806882052,0.5555202100000013,3930.6496294630065,1606,ETH/BTC,TradeType.MARKET_BUY,0.01525291,3930.6496294630065
1607,1607,2349.3379989298014,9221151.645799471,1.3322676295501878e-15,3897.330103081691,1607,ETH/BTC,TradeType.MARKET_SELL,0.55552021,3897.330103081691
1608,1608,2349.3379989298014,9221151.645799471,1.3322676295501878e-15,3917.3125161256644,,,,,
1609,1609,28.676959778337277,114917.23751067049,0.5865553900000013,3956.4226647912387,1609,ETH/BTC,TradeType.MARKET_BUY,0.58655539,3956.4226647912387
1610,1610,2327.9643126961373,9141915.855957732,1.3322676295501878e-15,3919.9833334031764,1610,ETH/BTC,TradeType.MARKET_SELL,0.58655539,3919.9833334031764
1611,1611,29.353367047196116,117552.53838463915,0.5812190500000013,3954.810059389728,1611,ETH/BTC,TradeType.MARKET_BUY,0.58121905,3954.810059389728
1612,1612,29.353367047196116,117552.53838463915,0.5812190500000013,3926.0,,,,,
1613,1613,0.49491316139611286,4254.16209796254,0.5885476600000012,3937.78,1613,ETH/BTC,TradeType.LIMIT_BUY,0.00732861,3937.78
1614,1614,574.4352349852277,2256390.3930607787,0.44141074000000124,3900.722686215204,1614,ETH/BTC,TradeType.MARKET_SELL,0.14713692,3900.722686215204
1615,1615,1872.894489890245,7351543.896735531,0.11035268000000126,3922.1496522544035,1615,ETH/BTC,TradeType.LIMIT_SELL,0.33105806,3922.1496522544035
1616,1616,2088.5595169934186,8197812.616157329,0.05517634000000126,3908.65046690617,1616,ETH/BTC,TradeType.MARKET_SELL,0.05517634,3908.65046690617
1617,1617,1059.9815272644742,4161667.607416461,0.31603285000000125,3943.079625380806,1617,ETH/BTC,TradeType.MARKET_BUY,0.26085651,3943.079625380806
1618,1618,1369.8904220492373,5377749.991230615,0.23702464000000126,3922.4897613142125,1618,ETH/BTC,TradeType.LIMIT_SELL,0.07900821,3922.4897613142125
1619,1619,19.714335288719667,79651.6145757047,0.5792172700000012,3945.66091841463,1619,ETH/BTC,TradeType.MARKET_BUY,0.34219263,3945.66091841463
1620,1620,9.97361057765617,41407.82639374516,0.5816808000000012,3953.970404689002,1620,ETH/BTC,TradeType.MARKET_BUY,0.00246353,3953.970404689002
1621,1621,2.5932341656940654,12474.641469300599,0.5835483700000013,3951.8606595533797,1621,ETH/BTC,TradeType.MARKET_BUY,0.00186757,3951.8606595533797
1622,1622,2.5932341656940654,12474.641469300599,0.5835483700000013,3932.2789535706165,,,,,
1623,1623,2287.897031727094,8989147.437655753,1.2212453270876722e-15,3916.22,1623,ETH/BTC,TradeType.LIMIT_SELL,0.58354837,3916.22
1624,1624,2287.897031727094,8984571.643592298,1.2212453270876722e-15,3899.3922194769034,,,,,
1625,1625,2287.897031727094,8989147.437655753,1.2212453270876722e-15,3928.0,,,,,
1626,1626,600.908804899294,2362652.6385566057,0.4281935100000012,3939.78,1626,ETH/BTC,TradeType.LIMIT_BUY,0.42819351,3939.78
1627,1627,600.908804899294,2363855.3125534244,0.4281935100000012,3930.0,,,,,
1628,1628,600.908804899294,2363855.3125534244,0.4281935100000012,3930.0,,,,,
1629,1629,156.22494742231265,616244.8260420109,0.5405999300000013,3956.036118550713,1629,ETH/BTC,TradeType.MARKET_BUY,0.11240642,3956.036118550713
1630,1630,41.18057227829529,164120.23590237877,0.5698234800000013,3936.7008848691335,1630,ETH/BTC,TradeType.MARKET_BUY,0.02922355,3936.7008848691335
1631,1631,1156.9576267010955,4546805.648623325,0.28491174000000125,3916.22,1631,ETH/BTC,TradeType.LIMIT_SELL,0.28491174,3916.22
1632,1632,1993.3630694792955,7828216.4146983735,0.07122793000000124,3914.22,1632,ETH/BTC,TradeType.LIMIT_SELL,0.21368381,3914.22
1633,1633,1500.550512426176,5893429.975795954,0.19564786000000123,3960.881163115262,1633,ETH/BTC,TradeType.MARKET_BUY,0.12441993,3960.881163115262
1634,1634,395.27928528617053,1554132.9942971515,0.47662786000000124,3933.629536408305,1634,ETH/BTC,TradeType.LIMIT_BUY,0.28098,3933.629536408305
1635,1635,298.3971494445961,1173773.7098259688,0.5013000400000013,3926.7764681343297,1635,ETH/BTC,TradeType.LIMIT_BUY,0.02467218,3926.7764681343297
1636,1636,1770.046131371196,6951463.183883946,0.1253250100000013,3914.22,1636,ETH/BTC,TradeType.LIMIT_SELL,0.37597503,3914.22
1637,1637,464.8949397191959,1827435.7010549426,0.4567684100000013,3937.78,1637,ETH/BTC,TradeType.LIMIT_BUY,0.3314434,3937.78
1638,1638,350.6308417249959,1378834.5105048588,0.48578580000000127,3937.78,1638,ETH/BTC,TradeType.LIMIT_BUY,0.02901739,3937.78
1639,1639,826.7327756447808,3248010.0062451544,0.3643393500000013,3920.2622548438835,1639,ETH/BTC,TradeType.LIMIT_SELL,0.12144645,3920.2622548438835
1640,1640,826.7327756447808,3246355.8120151646,0.3643393500000013,3924.0,,,,,
1641,1641,421.2698134232384,1654475.5979080042,0.46764912000000125,3924.7300833361874,1641,ETH/BTC,TradeType.LIMIT_BUY,0.10330977,3924.7300833361874
1642,1642,1788.0221653171284,7011293.20634606,0.11691228000000126,3896.802947457387,1642,ETH/BTC,TradeType.MARKET_SELL,0.35073684,3896.802947457387
1643,1643,1901.81125318123,7457345.6458268035,0.08768421000000126,3893.144085945521,1643,ETH/BTC,TradeType.MARKET_SELL,0.02922807,3893.144085945521
1644,1644,37.550725002944546,149519.54328053145,0.5629905900000012,3922.2291276171923,1644,ETH/BTC,TradeType.LIMIT_BUY,0.47530638,3922.2291276171923
1645,1645,0.6519466908487814,4802.443108559775,0.5723753800000012,3931.763876665942,1645,ETH/BTC,TradeType.LIMIT_BUY,0.00938479,3931.763876665942
1646,1646,2244.586465548177,8805512.704345498,1.2212453270876722e-15,3920.389655574158,1646,ETH/BTC,TradeType.MARKET_SELL,0.57237538,3920.389655574158
1647,1647,2244.586465548177,8805512.704345498,1.2212453270876722e-15,3909.13918650503,,,,,
1648,1648,2244.586465548177,8805512.704345498,1.2212453270876722e-15,3922.0,,,,,
1649,1649,592.0678172046839,2324332.151287455,0.4207303400000012,3927.738247599384,1649,ETH/BTC,TradeType.LIMIT_BUY,0.42073034,3927.738247599384
1650,1650,592.0678172046839,2324332.151287455,0.4207303400000012,3922.0,,,,,
1651,1651,446.4338411450153,1754048.8582851053,0.4577043300000012,3938.8222926351373,1651,ETH/BTC,TradeType.MARKET_BUY,0.03697399,3938.8222926351373
1652,1652,446.4338411450153,1754048.8582851053,0.4577043300000012,3924.0,,,,,
1653,1653,895.4131263781799,3517635.0576966126,0.34327825000000123,3923.749596535725,1653,ETH/BTC,TradeType.MARKET_SELL,0.11442608,3923.749596535725
1654,1654,895.4131263781799,3517635.0576966126,0.34327825000000123,3926.0,,,,,
1655,1655,456.3820189126733,1793998.739774988,0.45505642000000124,3927.699902990956,1655,ETH/BTC,TradeType.LIMIT_BUY,0.11177817,3927.699902990956
1656,1656,344.2102603214733,1353612.0799803855,0.48354246000000123,3937.78,1656,ETH/BTC,TradeType.LIMIT_BUY,0.02848604,3937.78
1657,1657,2237.9477921873768,8788420.979919828,1.2212453270876722e-15,3916.3831276903857,1657,ETH/BTC,TradeType.LIMIT_SELL,0.48354246,3916.3831276903857
1658,1658,583.4400600929755,2291647.459860009,0.4192721700000012,3946.1425071318263,1658,ETH/BTC,TradeType.MARKET_BUY,0.41927217,3946.1425071318263
1659,1659,7.253914213531061,30688.724064669423,0.5650129400000012,3953.5000801727924,1659,ETH/BTC,TradeType.MARKET_BUY,0.14574077,3953.5000801727924
1660,1660,1.9052027835310614,9700.364417919422,0.5663719400000012,3935.77,1660,ETH/BTC,TradeType.LIMIT_BUY,0.001359,3935.77
1661,1661,552.511768100519,2169169.6493002363,0.4247789500000012,3888.656954818088,1661,ETH/BTC,TradeType.MARKET_SELL,0.14159299,3888.656954818088
1662,1662,416.0811555791777,1633254.7372331556,0.4593179100000012,3950.049813930162,1662,ETH/BTC,TradeType.MARKET_BUY,0.03453896,3950.049813930162
1663,1663,866.1675091893087,3399326.222172118,0.34448843000000123,3919.606303277965,1663,ETH/BTC,TradeType.LIMIT_SELL,0.11482948,3919.606303277965
1664,1664,1539.6820255599087,6040848.128063141,0.17224421000000123,3910.23,1664,ETH/BTC,TradeType.LIMIT_SELL,0.17224422,3910.23
1665,1665,1708.0606351014087,6701228.527856346,0.12918316000000124,3910.23,1665,ETH/BTC,TradeType.LIMIT_SELL,0.04306105,3910.23
1666,1666,1833.5162136186736,7193264.098291196,0.09688737000000125,3884.5799566217415,1666,ETH/BTC,TradeType.MARKET_SELL,0.03229579,3884.5799566217415
1667,1667,1833.5162136186736,7193264.098291196,0.09688737000000125,3922.0,,,,,
1668,1668,33.87594970730356,135072.55193225187,0.5551252500000012,3927.3057563712764,1668,ETH/BTC,TradeType.MARKET_BUY,0.45823788,3927.3057563712764
1669,1669,8.728695257167299,36426.20892175298,0.5614782700000013,3958.3150139833124,1669,ETH/BTC,TradeType.MARKET_BUY,0.00635302,3958.3150139833124
1670,1670,2203.1205292019667,8638435.595000912,1.3322676295501878e-15,3908.24,1670,ETH/BTC,TradeType.LIMIT_SELL,0.56147827,3908.24
1671,1671,1659.418861409778,6507121.229198939,0.13772286000000133,3947.7953608586745,1671,ETH/BTC,TradeType.MARKET_BUY,0.13772286,3947.7953608586745
1672,1672,840.7031269145566,3297750.1137815765,0.3451921300000014,3946.2024158817417,1672,ETH/BTC,TradeType.MARKET_BUY,0.20746927,3946.2024158817417
1673,1673,634.0712100889566,2487752.381783599,0.3977466900000014,3931.76,1673,ETH/BTC,TradeType.LIMIT_BUY,0.05255456,3931.76
1674,1674,634.0712100889566,2487752.381783599,0.3977466900000014,3920.0,,,,,
1675,1675,1405.9353194155776,5513451.970921279,0.1988733400000014,3881.184227683704,1675,ETH/BTC,TradeType.MARKET_SELL,0.19887335,3881.184227683704
1676,1676,1405.9353194155776,5513451.970921279,0.1988733400000014,3920.0,,,,,
1677,1677,367.26808329646883,1441871.3093670544,0.4625394800000014,3939.327348286393,1677,ETH/BTC,TradeType.MARKET_BUY,0.26366614,3939.327348286393
1678,1678,367.26808329646883,1441871.3093670544,0.4625394800000014,3920.0,,,,,
1679,1679,367.26808329646883,1442606.7706126072,0.4625394800000014,3922.0,,,,,
1680,1680,1723.874597308479,6777005.487058731,0.11563487000000139,3910.603880450047,1680,ETH/BTC,TradeType.MARKET_SELL,0.34690461,3910.603880450047
1681,1681,1950.9080027469415,7665344.649657774,0.05781743000000139,3926.728776619347,1681,ETH/BTC,TradeType.MARKET_SELL,0.05781744,3926.728776619347
1682,1682,992.3377481347834,3902063.0484886337,0.3011095600000014,3939.996968303735,1682,ETH/BTC,TradeType.MARKET_BUY,0.24329213,3939.996968303735
1683,1683,992.3377481347834,3900077.770773244,0.3011095600000014,3928.0,,,,,
1684,1684,992.3377481347834,3896107.2153424653,0.3011095600000014,3924.0,,,,,
1685,1685,1582.0585315530552,6219663.767820461,0.1505547800000014,3916.9847906408,1685,ETH/BTC,TradeType.MARKET_SELL,0.15055478,3916.9847906408
1686,1686,1729.6589823488362,6799733.219807675,0.11291608000000139,3921.50767151312,1686,ETH/BTC,TradeType.MARKET_SELL,0.0376387,3921.50767151312
1687,1687,880.0694958409351,3459084.2876759144,0.3287267100000014,3936.736047283218,1687,ETH/BTC,TradeType.MARKET_BUY,0.21581063,3936.736047283218
1688,1688,231.13038872398386,909586.5993761847,0.49352085000000145,3937.877324502869,1688,ETH/BTC,TradeType.MARKET_BUY,0.16479414,3937.877324502869
1689,1689,713.5753872722839,2800807.93585925,0.37014064000000146,3910.23,1689,ETH/BTC,TradeType.LIMIT_SELL,0.12338021,3910.23
1690,1690,1075.409145959084,4219918.848290046,0.27760548000000146,3910.23,1690,ETH/BTC,TradeType.LIMIT_SELL,0.09253516,3910.23
1691,1691,811.7369243864443,3185796.251535721,0.34479785000000146,3924.139326721764,1691,ETH/BTC,TradeType.MARKET_BUY,0.06719237,3924.139326721764
1692,1692,1484.4857039120006,5818374.932599691,0.17239892000000145,3902.2793211393846,1692,ETH/BTC,TradeType.MARKET_SELL,0.17239893,3902.2793211393846
1693,1693,1484.4857039120006,5824313.565011018,0.17239892000000145,3922.0,,,,,
1694,1694,388.8884661230479,1526598.796890071,0.45079623000000146,3935.37293082664,1694,ETH/BTC,TradeType.MARKET_BUY,0.27839731,3935.37293082664
1695,1695,102.68123879745178,404666.1493208084,0.5237275500000015,3924.3390538604835,1695,ETH/BTC,TradeType.MARKET_BUY,0.07293132,3924.3390538604835
1696,1696,1.0711468189251434,6350.436859067642,0.5494161500000014,3955.4546366297363,1696,ETH/BTC,TradeType.MARKET_BUY,0.0256886,3955.4546366297363
1697,1697,1074.1495843189252,4210668.527164128,0.2747080700000014,3906.25,1697,ETH/BTC,TradeType.LIMIT_SELL,0.27470808,3906.25
1698,1698,810.1402186770252,3181141.5326142837,0.34178754000000144,3935.77,1698,ETH/BTC,TradeType.LIMIT_BUY,0.06707947,3935.77
1699,1699,211.41723190943696,831325.8649008212,0.49364205000000144,3942.7408956611716,1699,ETH/BTC,TradeType.MARKET_BUY,0.15185451,3942.7408956611716
1700,1700,159.54213307489692,628191.7313926505,0.5068448200000014,3929.1072126940053,1700,ETH/BTC,TradeType.LIMIT_BUY,0.01320277,3929.1072126940053
1701,1701,81.27574966265507,321074.36792864115,0.5267712800000014,3927.7615498308205,1701,ETH/BTC,TradeType.LIMIT_BUY,0.01992646,3927.7615498308205
1702,1702,596.6907064001825,2344755.482067477,0.3950784600000014,3913.766572372947,1702,ETH/BTC,TradeType.MARKET_SELL,0.13169282,3913.766572372947
1703,1703,596.6907064001825,2345949.6536371973,0.3950784600000014,3928.0,,,,,
1704,1704,304.1406885742431,1195594.9280435839,0.4696038200000014,3925.509622844351,1704,ETH/BTC,TradeType.MARKET_BUY,0.07452536,3925.509622844351
1705,1705,154.63452211154308,608932.2837427265,0.5075903300000014,3935.77,1705,ETH/BTC,TradeType.LIMIT_BUY,0.03798651,3935.77
1706,1706,154.63452211154308,608932.2837427265,0.5075903300000014,3924.0,,,,,
1707,1707,154.63452211154308,608932.2837427265,0.5075903300000014,3924.0,,,,,
1708,1708,651.0870415149432,2557010.476297152,0.3806927500000014,3912.23,1708,ETH/BTC,TradeType.LIMIT_SELL,0.12689758,3912.23
1709,1709,329.0988445458882,1294184.859382123,0.4619706700000014,3961.5703375413023,1709,ETH/BTC,TradeType.MARKET_BUY,0.08127792,3961.5703375413023
1710,1710,1685.2899617058881,6618587.103841443,0.11549267000000141,3914.22,1710,ETH/BTC,TradeType.LIMIT_SELL,0.346478,3914.22
1711,1711,2024.5109799958882,7954417.054215605,0.028873170000001405,3916.22,1711,ETH/BTC,TradeType.LIMIT_SELL,0.0866195,3916.22
1712,1712,1523.5363881554497,5989631.118794273,0.1551086400000014,3968.5723183859386,1712,ETH/BTC,TradeType.MARKET_BUY,0.12623547,3968.5723183859386
1713,1713,17.185541196691474,69693.98804718758,0.5349070500000014,3966.1852374757395,1713,ETH/BTC,TradeType.MARKET_BUY,0.37979841,3966.1852374757395
1714,1714,4.513717416691474,19868.339029647574,0.5381201500000014,3943.8,1714,ETH/BTC,TradeType.LIMIT_BUY,0.0032131,3943.8
1715,1715,4.513717416691474,19868.339029647574,0.5381201500000014,3960.252604381028,,,,,
1716,1716,2115.1285697466915,8323030.921953231,1.3322676295501878e-15,3922.2,1716,ETH/BTC,TradeType.LIMIT_SELL,0.53812015,3922.2
1717,1717,2115.1285697466915,8323030.921953231,1.3322676295501878e-15,3920.3878190961946,,,,,
1718,1718,2115.1285697466915,8323030.921953231,1.3322676295501878e-15,3921.630679966437,,,,,
1719,1719,1076.3689078362956,4234395.536934231,0.26363744000000133,3940.106769017313,1719,ETH/BTC,TradeType.LIMIT_BUY,0.26363744,3940.106769017313
1720,1720,812.3579869891607,3196304.348914049,0.33071874000000134,3935.6858147819876,1720,ETH/BTC,TradeType.MARKET_BUY,0.0670813,3935.6858147819876
1721,1721,1784.7207100011606,7019631.648936325,0.08267968000000134,3920.2,1721,ETH/BTC,TradeType.LIMIT_SELL,0.24803906,3920.2
1722,1722,470.3419759355386,1850551.2733287022,0.4165307700000014,3937.0209456725806,1722,ETH/BTC,TradeType.MARKET_BUY,0.33385109,3937.0209456725806
1723,1723,7.930630453438596,33273.30249926713,0.5338407600000014,3941.79,1723,ETH/BTC,TradeType.LIMIT_BUY,0.11730999,3941.79
1724,1724,7.930630453438596,33256.37355684025,0.5338407600000014,3928.0,,,,,
1725,1725,7.930630453438596,33256.37355684025,0.5338407600000014,3939.838606891634,,,,,
1726,1726,2102.017786211656,8258827.882025597,1.3322676295501878e-15,3922.681280009825,1726,ETH/BTC,TradeType.LIMIT_SELL,0.53384076,3922.681280009825
1727,1727,2102.017786211656,8258827.882025597,1.3322676295501878e-15,3909.0626346530757,,,,,
1728,1728,2102.017786211656,8258827.882025597,1.3322676295501878e-15,3907.7247187830926,,,,,
1729,1729,2102.017786211656,8258827.882025597,1.3322676295501878e-15,3915.570746892187,,,,,
1730,1730,1585.3740719546563,6232620.575272755,0.13106830000000133,3941.79,1730,ETH/BTC,TradeType.LIMIT_BUY,0.1310683,3941.79
1731,1731,2098.9271956976563,8250882.806287487,1.3322676295501878e-15,3918.21,1731,ETH/BTC,TradeType.LIMIT_SELL,0.1310683,3918.21
1732,1732,35.390828073256216,141178.7094307702,0.5235023600000014,3941.79,1732,ETH/BTC,TradeType.LIMIT_BUY,0.52350236,3941.79
1733,1733,1059.8292953945604,4162977.2781471186,0.26175118000000136,3913.787388929074,1733,ETH/BTC,TradeType.MARKET_SELL,0.26175118,3913.787388929074
1734,1734,278.35956754036033,1094924.788798815,0.4602055700000014,3937.78,1734,ETH/BTC,TradeType.LIMIT_BUY,0.19845439,3937.78
1735,1735,2068.511051489053,8118905.877094533,1.3877787807814457e-15,3889.895300373467,1735,ETH/BTC,TradeType.MARKET_SELL,0.46020557,3889.895300373467
1736,1736,1560.1030420265529,6123911.327559221,0.12917625000000138,3935.77,1736,ETH/BTC,TradeType.LIMIT_BUY,0.12917625,3935.77
1737,1737,1813.4608024793984,7118087.093514519,0.06458812000000139,3922.667531214256,1737,ETH/BTC,TradeType.MARKET_SELL,0.06458813,3922.667531214256
1738,1738,922.0196027737984,3620069.1599967587,0.2910854000000014,3935.77,1738,ETH/BTC,TradeType.LIMIT_BUY,0.22649728,3935.77
1739,1739,240.54822176919117,945971.8108758354,0.46382274000000134,3945.130688041203,1739,ETH/BTC,TradeType.MARKET_BUY,0.17273734,3945.130688041203
1740,1740,181.43417229686136,714371.9089073346,0.47883706000000137,3937.1779389496032,1740,ETH/BTC,TradeType.LIMIT_BUY,0.01501432,3937.1779389496032
1741,1741,47.27735985785432,187671.48751963396,0.5128108400000013,3948.833848897798,1741,ETH/BTC,TradeType.MARKET_BUY,0.03397378,3948.833848897798
1742,1742,550.1629375132658,2161999.8271329748,0.3846081300000013,3922.581493444339,1742,ETH/BTC,TradeType.LIMIT_SELL,0.12820271,3922.581493444339
1743,1743,7.728558255565872,32415.51475955832,0.5218964800000013,3951.059061149033,1743,ETH/BTC,TradeType.MARKET_BUY,0.13728835,3951.059061149033
1744,1744,7.728558255565872,32432.01566902945,0.5218964800000013,3930.0,,,,,
1745,1745,2052.6285651563658,8068882.889629673,1.3322676295501878e-15,3918.21,1745,ETH/BTC,TradeType.LIMIT_SELL,0.52189648,3918.21
1746,1746,2052.6285651563658,8068882.889629673,1.3322676295501878e-15,3891.765325229755,,,,,
1747,1747,1041.0869320982515,4093518.7212995263,0.25597741000000135,3951.6832093039548,1747,ETH/BTC,TradeType.MARKET_BUY,0.25597741,3951.6832093039548
1748,1748,1542.0155022395272,6065250.221876461,0.12798870000000134,3913.849668000214,1748,ETH/BTC,TradeType.MARKET_SELL,0.12798871,3913.849668000214
1749,1749,1542.0155022395272,6065250.221876461,0.12798870000000134,3932.0,,,,,
1750,1750,401.3582498405963,1579375.886140084,0.41643919000000135,3954.429934922041,1750,ETH/BTC,TradeType.MARKET_BUY,0.28845049,3954.429934922041
1751,1751,204.29303205303728,804909.2202810895,0.4664914200000013,3937.191565441919,1751,ETH/BTC,TradeType.LIMIT_BUY,0.05005223,3937.191565441919
1752,1752,2029.7048019195402,7978769.576345713,1.3322676295501878e-15,3913.066117843074,1752,ETH/BTC,TradeType.MARKET_SELL,0.46649142,3913.066117843074
1753,1753,2029.7048019195402,7978769.576345713,1.3322676295501878e-15,3890.8287520252916,,,,,
1754,1754,34.22162724153986,136583.1725538963,0.5059798100000014,3943.8,1754,ETH/BTC,TradeType.LIMIT_BUY,0.50597981,3943.8
1755,1755,2020.0494189481985,7944854.364723265,1.3322676295501878e-15,3924.7174540554465,1755,ETH/BTC,TradeType.LIMIT_SELL,0.50597981,3924.7174540554465
1756,1756,530.5564547161985,2088163.5727432887,0.3776796400000013,3943.8,1756,ETH/BTC,TradeType.LIMIT_BUY,0.37767964,3943.8
1757,1757,530.5564547161985,2088163.5727432887,0.3776796400000013,3932.0,,,,,
1758,1758,1642.3392837099507,6459691.661917357,0.09441991000000133,3924.9590084469555,1758,ETH/BTC,TradeType.LIMIT_SELL,0.28325973,3924.9590084469555
1759,1759,2013.0332614501556,7913233.750760562,1.3322676295501878e-15,3926.0149447315184,1759,ETH/BTC,TradeType.LIMIT_SELL,0.09441991,3926.0149447315184
1760,1760,528.4104324477851,2078661.288354943,0.3765593900000013,3942.599410420679,1760,ETH/BTC,TradeType.MARKET_BUY,0.37655939,3942.599410420679
1761,1761,268.6600706232851,1057841.5894643336,0.4424559400000013,3941.79,1761,ETH/BTC,TradeType.LIMIT_BUY,0.06589655,3941.79
1762,1762,1560.862627065295,6136185.699935075,0.11061398000000133,3894.0300269502086,1762,ETH/BTC,TradeType.MARKET_SELL,0.33184196,3894.0300269502086
1763,1763,1776.87422021501,6981556.057081494,0.05530699000000133,3905.6834072820593,1763,ETH/BTC,TradeType.MARKET_SELL,0.05530699,3905.6834072820593
1764,1764,1776.87422021501,6981556.057081494,0.05530699000000133,3928.0,,,,,
1765,1765,27.112981211550277,108485.83763138106,0.49871040000000133,3946.2060948143353,1765,ETH/BTC,TradeType.MARKET_BUY,0.44340341,3946.2060948143353
1766,1766,1005.943497303113,3951319.0824245247,0.24935520000000133,3925.4465761755228,1766,ETH/BTC,TradeType.MARKET_SELL,0.2493552,3925.4465761755228
1767,1767,1005.943497303113,3951319.0824245247,0.24935520000000133,3926.0,,,,,
1768,1768,511.45280349531293,2008923.7354332632,0.37499534000000134,3935.77,1768,ETH/BTC,TradeType.LIMIT_BUY,0.12564014,3935.77
1769,1769,511.45280349531293,2008923.7354332632,0.37499534000000134,3924.0,,,,,
1770,1770,9.623390441589834,39784.60776348646,0.5026239100000014,3931.952015553595,1770,ETH/BTC,TradeType.MARKET_BUY,0.12762857,3931.952015553595
1771,1771,2.48212199680471,11733.638646885713,0.5044249800000014,3965.0143774451426,1771,ETH/BTC,TradeType.MARKET_BUY,0.00180107,3965.0143774451426
1772,1772,2.48212199680471,11739.611740839322,0.5044249800000014,3930.0,,,,,
1773,1773,2.48212199680471,11739.611740839322,0.5044249800000014,3930.984226167193,,,,,
1774,1774,2.48212199680471,11739.611740839322,0.5044249800000014,3959.516236907345,,,,,
1775,1775,2.48212199680471,11739.611740839322,0.5044249800000014,3955.520236551932,,,,,
1776,1776,984.1163339961834,3869552.504024697,0.25221249000000134,3892.0919895734687,1776,ETH/BTC,TradeType.MARKET_SELL,0.25221249,3892.0919895734687
1777,1777,1230.0344098297476,4836008.661364838,0.18915937000000133,3900.1729943508626,1777,ETH/BTC,TradeType.MARKET_SELL,0.06305312,3900.1729943508626
1778,1778,1230.0344098297476,4836008.661364838,0.18915937000000133,3930.0,,,,,
1779,1779,1971.2005449574476,7748789.342227726,1.3322676295501878e-15,3918.21,1779,ETH/BTC,TradeType.LIMIT_SELL,0.18915937,3918.21
1780,1780,1971.2005449574476,7748789.342227726,1.3322676295501878e-15,3930.0,,,,,
1781,1781,1971.2005449574476,7748789.342227726,1.3322676295501878e-15,3891.2683831092713,,,,,
1782,1782,1971.2005449574476,7748789.342227726,1.3322676295501878e-15,3930.0,,,,,
1783,1783,996.7095370794967,3919031.2737063016,0.24582276000000133,3964.201719474433,1783,ETH/BTC,TradeType.MARKET_BUY,0.24582276,3964.201719474433
1784,1784,507.6319433199284,1996955.7389828386,0.37011954000000136,3934.7567471946445,1784,ETH/BTC,TradeType.MARKET_BUY,0.12429678,3934.7567471946445
1785,1785,382.8496893144259,1505794.6538373393,0.40178832000000136,3940.229273293839,1785,ETH/BTC,TradeType.MARKET_BUY,0.03166878,3940.229273293839
1786,1786,194.65255221122592,766945.8450743291,0.4495324000000014,3941.79,1786,ETH/BTC,TradeType.LIMIT_BUY,0.04774408,3941.79
1787,1787,1515.0033838572258,5952889.73599184,0.1123831000000014,3916.22,1787,ETH/BTC,TradeType.LIMIT_SELL,0.3371493,3916.22
