,open,close,low,high,volume
2019/6/19 10:08,3733.37,3733.27,3732.89,3733.82,78578800
2019/6/19 10:09,3733,3732.42,3731.84,3733.12,65803200
2019/6/19 10:10,3732.67,3737.01,3732.35,3737.01,90362400
2019/6/19 10:11,3737.07,3737.91,3737.02,3738.06,56543600
2019/6/19 10:12,3737.35,3736.97,3736.91,3738.37,46612800
2019/6/19 10:13,3736.44,3734.53,3734.43,3736.44,44537200
2019/6/19 10:14,3734.79,3735.89,3734.79,3735.9,44135200
2019/6/19 10:15,3736.36,3738.14,3735.81,3738.14,45564000
2019/6/19 10:16,3738.29,3736.9,3736.9,3738.8,40323600
2019/6/19 10:17,3736.27,3737,3736.27,3737.57,35514000
2019/6/19 10:18,3737.02,3736.32,3736.32,3737.22,36783200
2019/6/19 10:19,3736.3,3738.75,3736.3,3738.75,40485600
2019/6/19 10:20,3738.33,3738.63,3738.22,3738.94,38198400
2019/6/19 10:21,3738.92,3739.25,3738.67,3739.39,41396800
2019/6/19 10:22,3739.01,3741.75,3739.01,3741.78,51744800
2019/6/19 10:23,3742.34,3743.41,3742.28,3743.43,51222400
2019/6/19 10:24,3744.28,3746.07,3744.28,3746.07,63529200
2019/6/19 10:25,3745.99,3743.42,3743.42,3746.23,52894000
2019/6/19 10:26,3743.95,3743.97,3743.23,3744.11,37651200
2019/6/19 10:27,3744.17,3743.27,3743.27,3744.17,36564800
2019/6/19 10:28,3743.76,3742.78,3742.49,3743.76,28722000
2019/6/19 10:29,3743,3741.92,3741.92,3743,30128400
2019/6/19 10:30,3742.54,3742.84,3742.27,3742.9,35046400
2019/6/19 10:31,3742.62,3741.86,3741.75,3742.78,25864800
2019/6/19 10:32,3741.48,3740.56,3740.56,3741.48,34132000
2019/6/19 10:33,3741,3742.02,3740.48,3742.33,47214800
2019/6/19 10:34,3742.19,3742,3741.72,3742.5,51205600
2019/6/19 10:35,3742.12,3741.44,3741.44,3742.74,31870800
2019/6/19 10:36,3742.46,3740.4,3740.12,3742.46,37764800
2019/6/19 10:37,3739.74,3738.26,3738.26,3739.74,39548800
2019/6/19 10:38,3738.33,3738,3737.52,3738.67,31180000
2019/6/19 10:39,3737.62,3737.37,3737.03,3737.84,37464000
2019/6/19 10:40,3737.35,3737.88,3737.35,3738.21,36937600
2019/6/19 10:41,3737.78,3736.83,3736.83,3737.97,35197600
2019/6/19 10:42,3737.19,3736.63,3736.53,3737.37,29802400
2019/6/19 10:43,3736.47,3735.54,3735.54,3736.47,29656800
2019/6/19 10:44,3736.26,3736.39,3735.84,3736.92,29701600
2019/6/19 10:45,3736.83,3736.57,3736.44,3737.04,26077600
2019/6/19 10:46,3736.9,3735.78,3735.78,3736.9,24278400
2019/6/19 10:47,3736.09,3735.35,3735.35,3736.4,25052800
